isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0679603751,9780679603757,UNBROKEN,Laura Hillenbrand,1,1,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,combined-print-and-e-book-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,2011-02-13
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,2,1,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy.,2011-02-13
1594202842,9781594202841,BATTLE HYMN OF THE TIGER MOTHER,Amy Chua,3,1,http://www.amazon.com/Battle-Hymn-Tiger-Mother-Chua/dp/1594202842?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A Chinese-American mother makes a case for strict and demanding parenting.,2011-02-13
0307590615,9780307590619,DECISION POINTS,George W Bush,4,1,http://www.amazon.com/Decision-Points-George-W-Bush/dp/0307590615?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The former president’s memoir discusses his Christianity and the end of his drinking; his relationships with members of his family; and critical White House decisions on 9/11, Iraq and Katrina.",2011-02-13
0307265633,9780307265630,THE HIDDEN REALITY,Brian Greene,5,1,http://www.amazon.com/The-Hidden-Reality-Parallel-Universes/dp/0307265633?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A physicist explains various theories involving the existence of parallel universes.,2011-02-13
0316001929,9780316001922,CLEOPATRA,Stacy Schiff,6,1,http://www.amazon.com/Cleopatra-A-Life-Stacy-Schiff/dp/0316001929?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"This biography portrays the Macedonian-Egyptian queen in all her ambition, audacity and formidable intelligence.",2011-02-13
0385532946,9780385532945,THE NEXT DECADE,George Friedman,7,1,http://www.amazon.com/The-Next-Decade-Where-Going/dp/0385532946?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The geopolitical forecaster who wrote ""The Next 100 Years"" details the enormous transition he expects over the coming 10.",2011-02-13
1400052173,9781400052172,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,8,1,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The story of a woman whose cancer cells were extensively cultured without her permission in 1951.,2011-02-13
1416583432,9781416583431,INSIDE OF A DOG,Alexandra Horowitz,9,1,http://www.amazon.com/Inside-Dog-What-Dogs-Smell/dp/1416583432?tag=NYTBS-20,combined-print-and-e-book-nonfiction,What the world is like from a dog’s point of view.,2011-02-13
0520267192,9780520267190,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1",Mark Twain,10,1,http://www.amazon.com/Autobiography-Mark-Twain-Volume-Authoritative/dp/0520267192?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"In his autobiography, published unexpurgated for the first time, Twain is pointedly political and willing to play the angry prophet.",2011-02-13
0062002945,9780062002945,_____ MY DAD SAYS,Justin Halpern,11,1,http://www.amazon.com/Sh-t-My-Dad-Says-ebook/dp/B003H4I58K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A coming-of-age memoir organized around the musings, purveyed on Twitter, of the author’s father.",2011-02-13
031603438X,9780316034388,LIFE,Keith Richards with James Fox,12,1,http://www.amazon.com/Life-Keith-Richards/dp/031603441X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The Rolling Stones guitarist’s revealing autobiography is also a portrait of the era when rock ’n’ roll came of age.,2011-02-13
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,13,1,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly moved from place to place.,2011-02-13
0060936223,9780060936228,JUST KIDS,Patti Smith,14,1,http://www.amazon.com/Just-Kids-Patti-Smith-ebook/dp/B003F1WM2K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The godmother of punk recalls her time with Robert Mapplethorpe and their yearnings for a life in art in New York City.,2011-02-13
055380670X,9780553806700,NEPTUNE’S INFERNO,James D Hornfischer,15,1,http://www.amazon.com/Neptunes-Inferno-U-S-Navy-Guadalcanal-ebook/dp/B004C43FXE?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A history of the U.S.-Japanese naval battles during the Guadalcanal campaign of 1942.,2011-02-13
1400068924,9781400068920,DECODED,Jay-Z,16,0,http://www.amazon.com/Decoded-Jay-Z-ebook/dp/B003E8AIJS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The hip-hop star leads a narrative journey through his lyrics and his life.,2011-02-13
1596916710,9781596916715,MY HORIZONTAL LIFE,Chelsea Handler,17,0,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A memoir of one-night stands.,2011-02-13
0316017922,9780316017923,OUTLIERS,Malcolm Gladwell,18,0,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,combined-print-and-e-book-nonfiction,Why some people succeed — it has to do with luck and opportunities as well as talent.,2011-02-13
0316076201,9780316076203,WHAT THE DOG SAW,Malcolm Gladwell,19,0,http://www.amazon.com/What-Dog-Saw-Other-Adventures/dp/0316075841?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A decade of Gladwell’s New Yorker essays.,2011-02-13
None,9781101010914,"EAT, PRAY, LOVE",Elizabeth Gilbert,20,0,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A writer’s journey in search of self takes her to Italy, India and Indonesia.",2011-02-13
0679603751,9780679603757,UNBROKEN,Laura Hillenbrand,1,2,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,combined-print-and-e-book-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,2011-02-20
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,2,2,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy.,2011-02-20
0061997161,9780061997167,THE PIONEER WOMAN,Ree Drummond,3,1,http://www.amazon.com/The-Pioneer-Woman-Tractor-Wheels-ebook/dp/B004GUSI0O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The proprietor of ThePioneerWoman.com describes her marriage, or, as she puts it, her transition from “black heels to tractor wheels.”",2011-02-20
1594202842,9781594202841,BATTLE HYMN OF THE TIGER MOTHER,Amy Chua,4,2,http://www.amazon.com/Battle-Hymn-Tiger-Mother-Chua/dp/1594202842?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A Chinese-American mother makes a case for strict and demanding parenting.,2011-02-20
0307590615,9780307590619,DECISION POINTS,George W Bush,5,2,http://www.amazon.com/Decision-Points-George-W-Bush/dp/0307590615?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The former president’s memoir discusses his Christianity and the end of his drinking; his relationships with members of his family; and critical White House decisions on 9/11, Iraq and Katrina.",2011-02-20
0393338827,9780393338829,THE BIG SHORT,Michael Lewis,6,2,http://www.amazon.com/The-Big-Short-Doomsday-Machine-ebook/dp/B003LSTK8G?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The people who saw the real estate crash coming and made billions from their foresight.,2011-02-20
0316001929,9780316001922,CLEOPATRA,Stacy Schiff,7,2,http://www.amazon.com/Cleopatra-A-Life-Stacy-Schiff/dp/0316001929?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"This biography portrays the Macedonian-Egyptian queen in all her ambition, audacity and formidable intelligence.",2011-02-20
1400052173,9781400052172,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,8,2,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The story of a woman whose cancer cells were extensively cultured without her permission in 1951.,2011-02-20
1416583432,9781416583431,INSIDE OF A DOG,Alexandra Horowitz,9,2,http://www.amazon.com/Inside-Dog-What-Dogs-Smell/dp/1416583432?tag=NYTBS-20,combined-print-and-e-book-nonfiction,What the world is like from a dog’s point of view.,2011-02-20
0307265633,9780307265630,THE HIDDEN REALITY,Brian Greene,10,2,http://www.amazon.com/The-Hidden-Reality-Parallel-Universes/dp/0307265633?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A physicist explains various theories involving the existence of parallel universes.,2011-02-20
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,11,2,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly moved from place to place.,2011-02-20
0062002945,9780062002945,_____ MY DAD SAYS,Justin Halpern,12,2,http://www.amazon.com/Sh-t-My-Dad-Says-ebook/dp/B003H4I58K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A coming-of-age memoir organized around the musings, purveyed on Twitter, of the author’s father.",2011-02-20
031603438X,9780316034388,LIFE,Keith Richards with James Fox,13,2,http://www.amazon.com/Life-Keith-Richards/dp/031603441X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The Rolling Stones guitarist’s revealing autobiography is also a portrait of the era when rock ’n’ roll came of age.,2011-02-20
0143118706,9780143118701,COMMITTED,Elizabeth Gilbert,14,1,http://www.amazon.com/Committed-Elizabeth-GILBERT-Subject-Gilbert/dp/B007CKIL3O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The author of “Eat, Pray, Love” overcomes her ambivalence about marriage.",2011-02-20
0520267192,9780520267190,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1",Mark Twain,15,2,http://www.amazon.com/Autobiography-Mark-Twain-Volume-Authoritative/dp/0520267192?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"In his autobiography, published unexpurgated for the first time, Twain is pointedly political and willing to play the angry prophet.",2011-02-20
0143038419,9780143038412,"EAT, PRAY, LOVE",Elizabeth Gilbert,16,0,http://www.amazon.com/Eat-Pray-Love-Everything-Indonesia/dp/0143058525?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A writer’s journey in search of self takes her to Italy, India and Indonesia.",2011-02-20
0060936223,9780060936228,JUST KIDS,Patti Smith,17,0,http://www.amazon.com/Just-Kids-Patti-Smith-ebook/dp/B003F1WM2K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The godmother of punk recalls her life with Robert Mapplethorpe and their yearnings for a life in art in the New York City of the 1960s and ’70s. First published in 2010.,2011-02-20
1401324312,9781401324315,IN THE BLINK OF AN EYE,Michael Waltrip and Ellis Henican,18,0,http://www.amazon.com/In-Blink-Eye-Daytona-Everything-ebook/dp/B004LB4F7S?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The race car driver’s memoir is built around the crash that killed Dale Earnhardt Sr. in 2001.,2011-02-20
1441200002,9781441200006,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,19,0,http://www.amazon.com/Selections-90-Minutes-Heaven-Inspiring-ebook/dp/B001MV7JFU?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A minister on the otherworldly experience he had after an accident.,2011-02-20
1596916710,9781596916715,MY HORIZONTAL LIFE,Chelsea Handler,20,0,http://www.amazon.com/My-Horizontal-Life-Collection-One-Night/dp/1582346186?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A memoir of one-night stands.,2011-02-20
0679603751,9780679603757,UNBROKEN,Laura Hillenbrand,1,3,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,combined-print-and-e-book-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,2011-02-27
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,2,3,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy.,2011-02-27
159523067X,9781595230676,KNOWN AND UNKNOWN,Donald Rumsfeld,3,1,http://www.amazon.com/Known-Unknown-Memoir-Donald-Rumsfeld-ebook/dp/B004I1JC5Q?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The former defense secretary’s memoir discusses his role in the invasion and occupation of Iraq.,2011-02-27
0316001929,9780316001922,CLEOPATRA,Stacy Schiff,4,3,http://www.amazon.com/Cleopatra-A-Life-Stacy-Schiff/dp/0316001929?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"This biography portrays the Macedonian-Egyptian queen in all her ambition, audacity and formidable intelligence.",2011-02-27
0307590615,9780307590619,DECISION POINTS,George W Bush,5,3,http://www.amazon.com/Decision-Points-George-W-Bush/dp/0307590615?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The former president’s memoir discusses his Christianity and the end of his drinking; his relationships with members of his family; and critical White House decisions on 9/11, Iraq and Katrina.",2011-02-27
1594202842,9781594202841,BATTLE HYMN OF THE TIGER MOTHER,Amy Chua,6,3,http://www.amazon.com/Battle-Hymn-Tiger-Mother-Chua/dp/1594202842?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A Chinese-American mother makes a case for strict and demanding parenting.,2011-02-27
1592406122,9781592406128,I BEAT THE ODDS,Michael Oher with Don Yaeger,7,1,http://www.amazon.com/Beat-Odds-Homelessness-Blind-Beyond/dp/1592406122?tag=NYTBS-20,combined-print-and-e-book-nonfiction,This memoir by the Baltimore Ravens offensive tackle describes how he broke out of the tough streets of Memphis and into a world of opportunity.,2011-02-27
1416583432,9781416583431,INSIDE OF A DOG,Alexandra Horowitz,8,3,http://www.amazon.com/Inside-Dog-What-Dogs-Smell/dp/1416583432?tag=NYTBS-20,combined-print-and-e-book-nonfiction,What the world is like from a dog’s point of view.,2011-02-27
0393338827,9780393338829,THE BIG SHORT,Michael Lewis,9,3,http://www.amazon.com/The-Big-Short-Doomsday-Machine-ebook/dp/B003LSTK8G?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The people who saw the real estate crash coming and made billions from their foresight.,2011-02-27
0307589382,9780307589385,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,10,3,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The story of a woman whose cancer cells were extensively cultured without her permission in 1951.,2011-02-27
0061997161,9780061997167,THE PIONEER WOMAN,Ree Drummond,11,2,http://www.amazon.com/The-Pioneer-Woman-Tractor-Wheels-ebook/dp/B004GUSI0O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The proprietor of ThePioneerWoman.com describes her marriage, or, as she puts it, her transition from “black heels to tractor wheels.”",2011-02-27
0307265633,9780307265630,THE HIDDEN REALITY,Brian Greene,12,3,http://www.amazon.com/The-Hidden-Reality-Parallel-Universes/dp/0307265633?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A physicist explains various theories involving the existence of parallel universes.,2011-02-27
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,13,3,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly moved from place to place.,2011-02-27
0062002945,9780062002945,_____ MY DAD SAYS,Justin Halpern,14,3,http://www.amazon.com/Sh-t-My-Dad-Says-ebook/dp/B003H4I58K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A coming-of-age memoir organized around the musings, purveyed on Twitter, of the author’s father.",2011-02-27
031603438X,9780316034388,LIFE,Keith Richards with James Fox,15,3,http://www.amazon.com/Life-Keith-Richards/dp/031603441X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The Rolling Stones guitarist’s revealing autobiography is also a portrait of the era when rock ’n’ roll came of age.,2011-02-27
1401324312,9781401324315,IN THE BLINK OF AN EYE,Michael Waltrip and Ellis Henican,16,0,http://www.amazon.com/In-Blink-Eye-Daytona-Everything-ebook/dp/B004LB4F7S?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The race car driver’s memoir is built around the crash that killed Dale Earnhardt Sr. in 2001.,2011-02-27
0520267192,9780520267190,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1",Mark Twain,17,0,http://www.amazon.com/Autobiography-Mark-Twain-Volume-Authoritative/dp/0520267192?tag=NYTBS-20,combined-print-and-e-book-nonfiction,Twain is pointedly political and willing to play the angry prophet.,2011-02-27
0143118706,9780143118701,COMMITTED,Elizabeth Gilbert,18,0,http://www.amazon.com/Committed-Elizabeth-GILBERT-Subject-Gilbert/dp/B007CKIL3O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The author of “Eat, Pray, Love” overcomes her ambivalence about marriage.",2011-02-27
1441200002,9781441200006,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,19,0,http://www.amazon.com/Selections-90-Minutes-Heaven-Inspiring-ebook/dp/B001MV7JFU?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A minister on the otherworldly experience he had after an accident.,2011-02-27
1400068924,9781400068920,DECODED,Jay-Z,20,0,http://www.amazon.com/Decoded-Jay-Z-ebook/dp/B003E8AIJS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The hip-hop star leads a narrative journey through his lyrics and his life.,2011-02-27
0679603751,9780679603757,UNBROKEN,Laura Hillenbrand,1,4,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,combined-print-and-e-book-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,2011-03-06
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,2,4,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy.,2011-03-06
159523067X,9781595230676,KNOWN AND UNKNOWN,Donald Rumsfeld,3,2,http://www.amazon.com/Known-Unknown-Memoir-Donald-Rumsfeld-ebook/dp/B004I1JC5Q?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The former defense secretary’s memoir discusses his role in the invasion and occupation of Iraq.,2011-03-06
0307590615,9780307590619,DECISION POINTS,George W Bush,4,4,http://www.amazon.com/Decision-Points-George-W-Bush/dp/0307590615?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The former president’s memoir discusses his Christianity and the end of his drinking; his relationships with members of his family; and critical White House decisions on 9/11, Iraq and Katrina.",2011-03-06
0316001929,9780316001922,CLEOPATRA,Stacy Schiff,5,4,http://www.amazon.com/Cleopatra-A-Life-Stacy-Schiff/dp/0316001929?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"This biography portrays the Macedonian-Egyptian queen in all her ambition, audacity and formidable intelligence.",2011-03-06
0393338827,9780393338829,THE BIG SHORT,Michael Lewis,6,4,http://www.amazon.com/The-Big-Short-Doomsday-Machine-ebook/dp/B003LSTK8G?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The people who saw the real estate crash coming and made billions from their foresight.,2011-03-06
1594202842,9781594202841,BATTLE HYMN OF THE TIGER MOTHER,Amy Chua,7,4,http://www.amazon.com/Battle-Hymn-Tiger-Mother-Chua/dp/1594202842?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A Chinese-American mother makes a case for strict and demanding parenting.,2011-03-06
1592406122,9781592406128,I BEAT THE ODDS,Michael Oher with Don Yaeger,8,2,http://www.amazon.com/Beat-Odds-Homelessness-Blind-Beyond/dp/1592406122?tag=NYTBS-20,combined-print-and-e-book-nonfiction,This memoir by the Baltimore Ravens offensive tackle describes how he broke out of the tough streets of Memphis and into a world of opportunity.,2011-03-06
1416583432,9781416583431,INSIDE OF A DOG,Alexandra Horowitz,9,4,http://www.amazon.com/Inside-Dog-What-Dogs-Smell/dp/1416583432?tag=NYTBS-20,combined-print-and-e-book-nonfiction,What the world is like from a dog’s point of view.,2011-03-06
0307589382,9780307589385,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,10,4,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The story of a woman whose cancer cells were extensively cultured without her permission in 1951.,2011-03-06
1401324312,9781401324315,IN THE BLINK OF AN EYE,Michael Waltrip and Ellis Henican,11,1,http://www.amazon.com/In-Blink-Eye-Daytona-Everything-ebook/dp/B004LB4F7S?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The race car driver’s memoir is built around the crash that killed Dale Earnhardt Sr. in 2001.,2011-03-06
0374173257,9780374173258,HOW THE WEST WAS LOST,Dambisa Moyo,12,1,http://www.amazon.com/How-West-Was-Lost-Folly-/dp/0374173257?tag=NYTBS-20,combined-print-and-e-book-nonfiction,Fifty years of economic folly.,2011-03-06
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,13,4,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly moved from place to place.,2011-03-06
0062002945,9780062002945,_____ MY DAD SAYS,Justin Halpern,14,4,http://www.amazon.com/Sh-t-My-Dad-Says-ebook/dp/B003H4I58K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A coming-of-age memoir organized around the musings, purveyed on Twitter, of the author’s father.",2011-03-06
031603438X,9780316034388,LIFE,Keith Richards with James Fox,15,4,http://www.amazon.com/Life-Keith-Richards/dp/031603441X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The Rolling Stones guitarist’s revealing autobiography is also a portrait of the era when rock ‘n’ roll came of age.,2011-03-06
0143118706,9780143118701,COMMITTED,Elizabeth Gilbert,16,0,http://www.amazon.com/Committed-Elizabeth-GILBERT-Subject-Gilbert/dp/B007CKIL3O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The author of “Eat, Pray, Love” overcomes her ambivalence about marriage.",2011-03-06
0061997161,9780061997167,THE PIONEER WOMAN,Ree Drummond,17,0,http://www.amazon.com/The-Pioneer-Woman-Tractor-Wheels-ebook/dp/B004GUSI0O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The proprietor of ThePioneerWoman.com describes her marriage, or, as she puts it, her transition from “black heels to tractor wheels.”",2011-03-06
0307265633,9780307265630,THE HIDDEN REALITY,Brian Greene,18,0,http://www.amazon.com/The-Hidden-Reality-Parallel-Universes/dp/0307265633?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A physicist explains various theories involving the existence of parallel universes.,2011-03-06
1441200002,9781441200006,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey,19,0,http://www.amazon.com/Selections-90-Minutes-Heaven-Inspiring-ebook/dp/B001MV7JFU?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A minister on the otherworldly experience he had after an accident.,2011-03-06
0446538159,9780446538152,UNDISPUTED,Chris Jericho with Peter Thomas Fornatale,20,0,http://www.amazon.com/Undisputed-Become-World-Champion-Steps-ebook/dp/B0047Y0F6O?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The former World Wrestling Entertainment champ continues the story of his career.,2011-03-06
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,1,5,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy.,2011-03-13
0679603751,9780679603757,UNBROKEN,Laura Hillenbrand,2,5,http://www.amazon.com/Unbroken-World-Survival-Resilience-Redemption/dp/1400064163?tag=NYTBS-20,combined-print-and-e-book-nonfiction,An Olympic runner’s story of survival as a prisoner of the Japanese in World War II.,2011-03-13
0307590615,9780307590619,DECISION POINTS,George W Bush,3,5,http://www.amazon.com/Decision-Points-George-W-Bush/dp/0307590615?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"The former president’s memoir discusses his Christianity and the end of his drinking; his relationships with members of his family; and critical White House decisions on 9/11, Iraq and Katrina.",2011-03-13
0316001929,9780316001922,CLEOPATRA,Stacy Schiff,4,5,http://www.amazon.com/Cleopatra-A-Life-Stacy-Schiff/dp/0316001929?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"This biography portrays the Macedonian-Egyptian queen in all her ambition, audacity and formidable intelligence.",2011-03-13
0062015540,9780062015549,AGAINST ALL ODDS,Scott Brown,5,1,http://www.amazon.com/Against-All-Odds-Life-Hardship-ebook/dp/B0045U9WJG?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The senator from Massachusetts describes his life of hardship and second chances.,2011-03-13
159523067X,9781595230676,KNOWN AND UNKNOWN,Donald Rumsfeld,6,3,http://www.amazon.com/Known-Unknown-Memoir-Donald-Rumsfeld-ebook/dp/B004I1JC5Q?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The former defense secretary’s memoir discusses his role in the invasion and occupation of Iraq.,2011-03-13
0393338827,9780393338829,THE BIG SHORT,Michael Lewis,7,5,http://www.amazon.com/The-Big-Short-Doomsday-Machine-ebook/dp/B003LSTK8G?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The people who saw the real estate crash coming and made billions from their foresight.,2011-03-13
1594202842,9781594202841,BATTLE HYMN OF THE TIGER MOTHER,Amy Chua,8,5,http://www.amazon.com/Battle-Hymn-Tiger-Mother-Chua/dp/1594202842?tag=NYTBS-20,combined-print-and-e-book-nonfiction,A Chinese-American mother makes a case for strict and demanding parenting.,2011-03-13
0307589382,9780307589385,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,9,5,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The story of a woman whose cancer cells were extensively cultured without her permission in 1951.,2011-03-13
1416583432,9781416583431,INSIDE OF A DOG,Alexandra Horowitz,10,5,http://www.amazon.com/Inside-Dog-What-Dogs-Smell/dp/1416583432?tag=NYTBS-20,combined-print-and-e-book-nonfiction,What the world is like from a dog’s point of view.,2011-03-13
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,11,5,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The author recalls a bizarre childhood during which she and her siblings were constantly moved from place to place.,2011-03-13
0062002945,9780062002945,_____ MY DAD SAYS,Justin Halpern,12,5,http://www.amazon.com/Sh-t-My-Dad-Says-ebook/dp/B003H4I58K?tag=NYTBS-20,combined-print-and-e-book-nonfiction,"A coming-of-age memoir organized around the musings, purveyed on Twitter, of the author’s father.",2011-03-13
1592406122,9781592406128,I BEAT THE ODDS,Michael Oher with Don Yaeger,13,3,http://www.amazon.com/Beat-Odds-Homelessness-Blind-Beyond/dp/1592406122?tag=NYTBS-20,combined-print-and-e-book-nonfiction,This memoir by the Baltimore Ravens offensive tackle describes how he broke out of the tough streets of Memphis and into a world of opportunity.,2011-03-13
031603438X,9780316034388,LIFE,Keith Richards with James Fox,14,5,http://www.amazon.com/Life-Keith-Richards/dp/031603441X?tag=NYTBS-20,combined-print-and-e-book-nonfiction,The Rolling Stones guitarist’s revealing autobiography is also a portrait of the era when rock ‘n’ roll came of age.,2011-03-13
